"id","condition","random_BIC","level1_1_theta","level1_1_BIC","level1_3_theta1","level1_3_theta2","level1_3_theta3","level1_3_BIC","level2_1_theta","level2_1_BIC","level2_3_theta1","level2_3_theta2","level2_3_theta3","level2_3_BIC","level3_1_theta","level3_1_BIC","level3_3_theta1","level3_3_theta2","level3_3_theta3","level3_3_BIC","WSLS_1_theta","WSLS_1_BIC","WSLS_3_theta1","WSLS_3_theta2","WSLS_3_theta3","WSLS_3_BIC"
"vuzUzEEiYLwXW9x9AAAO","Level1",380.666248977032,0.0279586252757539,385.347830689719,0.0204210415534201,1.26463345603723e-06,0.132759368006357,392.565118661563,0.0569752575967053,384.569527361373,1.94837923069862e-06,0.356958154357026,8.52376358486434e-08,384.071335731365,0.0660937722215072,384.324488299912,0.173428175739217,0.387819920512274,2.3125630491517e-08,379.209253990145,6.61069613518961e-05,385.678208219413,0.0508456446147392,2.34384551514727e-08,0.0816990370942129,394.231700975562
"7UidQyU1y52UvfhMAACo","Level2",380.666248977032,6.61069613518961e-05,385.682835247932,0.0509857534847355,1.04834496701538e-08,1.68170051263012e-10,395.447075785966,0.169491968445062,375.289570693257,4.23066625805538e-07,0.510106239029932,0.183796638716322,366.380891949144,0.287605103838666,355.268984737666,3.0587621109518e-08,0.387689944862455,0.464274114302902,349.450420763038,6.61069613518961e-05,385.680984357879,0.0814771127112772,6.9501005410325e-07,2.05450822238109e-06,395.060941007099
"E8kPvIi6RmunS_t2AAAu","Level2",380.666248977032,6.61069613518961e-05,385.688387787014,1.40607783240274e-16,4.30658956514028e-15,2.92619846723482e-32,395.698154859321,0.301892571022432,355.709067935126,0.295964301408058,0.479684254468913,0.183611573256884,361.088556734558,0.371384095723472,336.287514362242,0.173430963073637,0.29591781060981,0.566416654266501,337.517961995752,6.61069613518961e-05,385.686669150206,3.88162884797062e-21,1.18888029575535e-19,1.39088057609432e-18,395.698154859321
"Hg433PNmJWz9FixvAACM","Level2",380.666248977032,6.61069613518961e-05,385.684686006909,9.45743394057586e-14,5.66000750995636e-15,4.55894684379947e-16,395.698154859322,0.0654829662505193,384.041139986227,0.142745014708202,1.48398458666054e-06,0.0817821617832627,392.560024461704,0.267297212233608,360.464773032486,0.17349731254807,0.295829159086133,0.311171896866908,369.399141844074,6.61069613518961e-05,385.680190969485,0.0203835022156166,0.0202567405744267,1.02524714664706e-07,395.617069076515
"zPmO4kt4wkjme_W5AABq","Level2",380.666248977032,6.61069613518961e-05,385.681909868443,6.48308719132852e-25,1.03899607782734e-11,8.77364471715007e-71,395.698154859529,0.0531178354576458,384.646361152857,1.68584279499348e-07,0.265221201829942,6.34184059348988e-07,389.21323107181,0.0696075130985401,383.872756724652,0.0205068301755959,0.14279785578763,0.0560528169983069,393.148413405126,6.61069613518961e-05,385.679794471901,2.69480751157931e-16,4.58779414752321e-46,1.31990188870378e-26,395.698154859321
"YKayqpSUklwV5pOWAABe","Level1",380.666248977032,6.61069613518961e-05,385.692486326853,4.48233109852802e-47,1.81716050556043e-18,1.30932796024259e-16,395.698154859321,0.772510292745922,183.303668849025,0.755122587376664,0.602095695021059,0.923465466952663,182.95764346031,0.760599334654262,194.69844326406,0.816361394252393,0.724354829922251,0.744862172765525,203.926471724706,6.61069613518961e-05,385.691957444949,4.48233109852802e-47,1.81716050556043e-18,1.30932796024259e-16,395.698154859321
"06i_Cux84PGac8aqAAAA","Level2",380.666248977032,6.75504010254832e-05,385.677426453768,1.29302688697518e-06,5.07205588999046e-07,0.00500782736141939,395.693086922856,0.00248375727775115,385.674406634413,8.50664426147453e-08,5.79365073261773e-10,0.0306129187894474,395.519756134813,6.61069613518961e-05,385.678472463753,2.72958531374825e-12,1.89706806300438e-15,7.56484661928544e-13,395.698154859365,6.61069613518961e-05,385.681513108709,0.112406704940944,2.54625039356692e-07,1.37510348490264e-06,394.502706744696
"k-jbqaetGTrE-1e_AAAk","Level2",380.666248977032,6.61069613518961e-05,385.690767690046,4.48233109852802e-47,1.3093279602425e-16,1.81716050556048e-18,395.698154859321,0.39680430265829,332.903364793875,0.0509411160418156,0.755136370691273,0.387816098871383,319.213069968684,0.567801264012839,280.805826204687,0.387710786064432,0.816406604485338,0.515160969517878,279.505945108062,6.61069613518961e-05,385.680984488954,0.0511151491320785,6.96581843213573e-09,0.0051200927404449,395.442000142162
"c56kda3LQEpjIPm3AACE","Level2",380.666248977032,6.61069613518961e-05,385.690238939217,1.30932796024227e-16,1.81716050555958e-18,4.48233109852789e-47,395.698154859321,0.398872255167035,334.386147449467,0.877492343143709,0.112338746120432,0.260204340222595,309.038310031102,0.493706900639731,309.024118598497,0.84682887605669,0.418437540813614,0.285464449992128,298.206972739384,6.61069613518961e-05,385.678737101317,1.05158044304038e-06,0.0204905588259103,0.107115123569448,393.603795992369
"62ksRmCUyOlOJWTQAAB2","Level2",380.666248977032,6.61069613518961e-05,385.69142869412,3.23669184444653e-20,1.13764790575597e-20,1.32497778064626e-16,395.698154859321,0.535247507461113,288.950497111402,0.081608971982263,0.847015401228024,0.642845462711113,266.345384174547,0.696399770885064,222.766768709467,0.387754269316091,0.846945610256698,0.821346458567998,215.463374314458,6.61069613518961e-05,385.686272521547,0.0815304095596884,2.70758881974006e-06,3.38296907020043e-07,395.061090463934
"90EJZg_2bJ92R8vmAAAa","Level2",380.666248977032,6.61069613518961e-05,385.684289771475,2.085445319056e-09,1.65215782043822e-09,0.0305990311647153,395.519756212747,0.20574233593937,373.153843179205,0.51029817405195,0.449114642595494,7.23894938386627e-08,353.848011641948,0.354859048927105,347.75212872563,0.571322254873312,0.632714480832265,0.00504795096595387,329.591849356022,0.00870996746452006,385.642212928642,6.3468990610215e-12,2.32150775689704e-07,0.183770427430093,389.958127806053
"Nsa2geNpUZ9ulTlKAABG","Level1",380.666248977032,6.61069613518961e-05,385.691164318705,1.30932796024227e-16,1.81716050555958e-18,4.48233109852789e-47,395.698154859321,0.402935113184869,327.011041742731,0.20396765594761,0.234732971976826,0.668268361719087,321.738891285062,0.0524575610675139,384.272518008035,6.26830435899216e-11,4.43420263268457e-10,0.489814023060581,359.69095409144,6.61069613518961e-05,385.689974563802,2.19350283338923e-26,2.94021774222725e-18,1.05952370968727e-32,395.698154859321
"sgIt_KViZxGWuvbTAAB8","Level2",380.666248977032,6.61069613518961e-05,385.681380855464,0.0509835805732658,7.95340136957045e-06,1.30470168561249e-06,395.447309890635,0.389410319431428,326.948885609424,3.97903369057005e-07,0.112338455408339,0.897888057537177,275.576482980373,0.263310091057804,356.494277063528,7.43657278269674e-07,5.21456427843906e-46,0.795958138002106,303.768366147409,6.61069613518961e-05,385.681777484123,0.051117444242782,1.34074449753865e-05,1.70363001642472e-06,395.44752331907
"eJ5xg-wBh5lN4PNyAABi","Level1",380.666248977032,6.61069613518961e-05,385.688255795919,1.40607783240248e-16,2.92619846723499e-32,4.30658956514019e-15,395.698154859321,0.866487957982982,129.442236847446,0.724535212423458,0.93879444058845,0.923502621063927,132.233859534006,0.676766886251177,232.691516767636,0.357254921775194,0.877574338483988,0.770349719707107,223.627285379936,6.61069613518961e-05,385.689049053238,1.08894964268269e-86,3.30207230296396e-36,2.95046080179843e-19,395.698154859321
