"game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",28,"rock",1239,"scissors",1777.98648830069,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",29,"rock",994,"paper",2388.26680184157,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",30,"scissors",1408,"rock",2722.56017228594,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",31,"scissors",1153,"scissors",2823.1068936695,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",32,"scissors",1291,"paper",1291.22039432149,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",33,"scissors",2597,"rock",1098.69627774483,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",34,"rock",2836,"scissors",2671.49635412034,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",35,"rock",1129,"paper",1186.45134943956,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",36,"rock",1190,"rock",1117.11950249881,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",37,"paper",1261,"scissors",1120.07918297639,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",38,"scissors",1098,"paper",694.731385645503,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",39,"scissors",841,"rock",2257.46727490713,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",40,"rock",971,"scissors",1820.71829479989,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",41,"rock",924,"paper",1863.13792702283,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",42,"scissors",1180,"scissors",2506.58559140541,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",43,"scissors",1045,"paper",2305.36598703302,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",44,"paper",1254,"rock",951.378778860732,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",45,"scissors",1743,"scissors",1629.19556266145,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",46,"scissors",1242,"paper",1696.39054192534,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",47,"scissors",1419,"rock",1382.16670507124,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",48,"paper",1380,"scissors",1724.60375347414,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",49,"paper",1364,"paper",2291.85164390531,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","rps",50,"scissors",6023,"rock",2249.72742573987,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",1,"water",2381,"grass",1705.2363460752,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",2,"grass",1745,"water",1003.26630529373,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",3,"grass",969,"water",2878.40297987098,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",4,"fire",1172,"fire",2177.11551391222,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",5,"fire",1234,"grass",875.275458872135,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",6,"water",1283,"water",517.131233044344,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",7,"water",1075,"grass",1489.15401187724,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",8,"grass",1062,"water",2032.48837270931,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",9,"grass",950,"fire",696.443046356473,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",10,"fire",3652,"grass",2708.75992048491,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",11,"grass",1205,"water",1490.52106829352,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",12,"grass",2641,"fire",1179.00040322943,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",13,"fire",1708,"grass",957.965596648628,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",14,"water",1507,"water",1811.29728132112,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",15,"water",1047,"fire",835.243035960998,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",16,"grass",1275,"grass",1748.49930543791,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",17,"grass",953,"water",2576.60219949126,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",18,"fire",966,"fire",1528.89958286196,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",19,"fire",659,"fire",2674.38456670086,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",20,"grass",1671,"grass",2020.63350016466,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",21,"grass",1046,"water",2819.34574206294,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",22,"water",810,"fire",2988.44925138106,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",23,"water",2271,"grass",525.444334468009,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",24,"grass",1001,"water",1257.98620952655,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",25,"grass",946,"fire",2211.0749641851,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",26,"fire",1028,"grass",615.928624467557,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",27,"fire",739,"water",2853.37061424354,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",28,"grass",896,"fire",2806.93458717285,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",29,"grass",2835,"grass",2234.11219209187,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",30,"fire",1382,"water",1401.7029376181,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",31,"fire",943,"fire",2566.6753740577,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",32,"water",1005,"fire",2087.52999212263,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",33,"water",869,"grass",887.309703061994,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",34,"fire",1749,"water",1587.68618956341,"ai"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",35,"fire",944,"fire",1761.18149667766,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",36,"grass",989,"grass",1085.90765113763,"tie"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",37,"grass",1047,"water",965.413302831759,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",38,"water",1111,"fire",2906.34996539269,"human"
"052a35fe-d4d9-4ace-8315-9d172b28bb7d",2018-07-17 20:47:39,"38VxtUSv_h6RR5-tAAA2","x1X8V7V7JHjNMQNeAAA3","594266258b01c00001e7d5a6","Level2","75","60","To be different each time and mix up or possibly copy my choices ","fwg",39,"fire",914,"grass",2218.36482186534,"human"
